City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
265,Tyret Pervaya,53.6703,102.3106,63.52,66,35,3.18,RU,2022-07-13 01:08:18
266,Calvinia,-31.4707,19.776,45.73,52,0,3.42,ZA,2022-07-13 01:08:19
267,Mitsamiouli,-11.3847,43.2844,76.75,75,69,9.8,KM,2022-07-13 01:08:19
268,Hay River,60.8156,-115.7999,72.61,26,54,10.74,CA,2022-07-13 01:08:19
269,Birao,10.2849,22.7882,71.38,93,100,3.04,CF,2022-07-13 01:09:20
270,Kushiro,42.975,144.3747,72.55,94,75,3.44,JP,2022-07-13 01:09:20
271,Isangel,-19.55,169.2667,80.71,89,75,4.61,VU,2022-07-13 01:09:20
272,Villa Bruzual,9.3328,-69.1208,70.54,89,93,3.85,VE,2022-07-13 01:09:21
273,Port Lincoln,-34.7333,135.8667,56.64,61,100,8.5,AU,2022-07-13 01:09:21
274,Asmara,15.3333,38.9333,61.29,68,100,5.46,ER,2022-07-13 01:09:21
275,Bibiani,6.4635,-2.3194,69.51,99,94,1.92,GH,2022-07-13 01:09:22
276,Sur,22.5667,59.5289,87.35,73,99,3.06,OM,2022-07-13 01:09:22
277,Camabatela,-8.1881,15.375,56.82,80,0,2.26,AO,2022-07-13 01:09:23
278,Hualmay,-11.0964,-77.6139,61.7,79,2,9.55,PE,2022-07-13 01:09:23
279,Brae,60.3964,-1.353,52.93,82,100,20.92,GB,2022-07-13 01:09:23
280,Mount Gambier,-37.8333,140.7667,51.78,73,46,4.29,AU,2022-07-13 01:07:02
281,Kilindoni,-7.9139,39.6668,76.33,71,1,17.72,TZ,2022-07-13 01:09:24
282,Bethanien,-26.502,17.1583,51.51,36,0,3.53,NA,2022-07-13 01:09:24
283,Maniitsoq,65.4167,-52.9,41.32,97,100,13.65,GL,2022-07-13 01:09:25
284,Murgab,37.4966,61.9714,77.22,29,0,8.23,TM,2022-07-13 01:09:25
285,Auki,-8.7676,160.7034,85.6,60,94,5.19,SB,2022-07-13 01:09:25
286,Biryusinsk,55.9634,97.8235,62.69,52,100,2.98,RU,2022-07-13 01:09:26
287,Noumea,-22.2763,166.4572,73.0,99,100,2.28,NC,2022-07-13 01:09:26
288,Tabou,4.423,-7.3528,75.67,81,100,9.24,CI,2022-07-13 01:09:26
289,Kupang,-10.1667,123.5833,78.3,58,31,15.23,ID,2022-07-13 01:09:27
290,Rawson,-43.3002,-65.1023,43.77,53,11,16.17,AR,2022-07-13 01:04:40
291,Meghri,38.9029,46.2446,69.22,45,0,5.84,AM,2022-07-13 01:09:27
292,Perth,-31.9333,115.8333,55.99,77,0,11.5,AU,2022-07-13 01:05:12
293,Grand Gaube,-20.0064,57.6608,69.39,67,94,5.01,MU,2022-07-13 01:09:28
294,Ishigaki,24.3448,124.1572,85.3,75,28,8.16,JP,2022-07-13 01:09:28
295,Groton,41.3501,-72.0784,77.54,79,0,9.22,US,2022-07-13 01:09:28
296,Mogadishu,2.0371,45.3438,75.63,80,100,18.68,SO,2022-07-13 01:09:29
297,Si Bun Ruang,16.9667,102.2833,78.01,87,92,5.39,TH,2022-07-13 01:09:29
298,Vanimo,-2.6741,141.3028,86.88,59,48,0.78,PG,2022-07-13 01:09:29
299,Moose Factory,51.2585,-80.6094,54.46,65,0,10.25,CA,2022-07-13 01:09:30
300,Port Blair,11.6667,92.75,82.02,82,100,19.82,IN,2022-07-13 01:09:30
301,Gouyave,12.1646,-61.7296,79.93,83,100,18.01,GD,2022-07-13 01:09:30
302,Karpathos,35.507,27.2132,73.36,78,0,26.46,GR,2022-07-13 01:09:31
303,Darhan,49.4867,105.9228,67.12,60,0,6.02,MN,2022-07-13 01:09:31
304,Avera,33.194,-82.5271,80.11,77,100,3.8,US,2022-07-13 01:09:31
305,Poum,-20.2333,164.0167,76.82,84,100,17.63,NC,2022-07-13 01:09:32
306,Margate,51.3813,1.3862,71.69,66,92,1.99,GB,2022-07-13 01:09:32
307,Jiangyou,31.7667,104.7167,75.79,98,100,3.33,CN,2022-07-13 01:09:32
308,Bled,46.3692,14.1136,55.96,93,73,2.17,SI,2022-07-13 01:09:33
309,Penzance,50.1186,-5.5371,64.96,82,98,8.32,GB,2022-07-13 01:09:33
310,Santa Marta,11.2408,-74.199,83.89,77,15,8.99,CO,2022-07-13 01:09:33
311,Hazleton,40.9584,-75.9746,73.58,91,0,3.44,US,2022-07-13 01:06:45
312,Hami,42.8,93.45,84.24,23,41,6.38,CN,2022-07-13 01:09:34
313,Flinders,-34.5833,150.8552,55.18,75,56,8.99,AU,2022-07-13 01:09:34
314,U Thong,14.3751,99.8923,76.59,88,100,4.03,TH,2022-07-13 01:09:35
315,Rock Springs,41.5875,-109.2029,87.24,19,0,16.11,US,2022-07-13 01:09:32
316,Parczew,51.6402,22.9006,59.61,88,100,21.5,PL,2022-07-13 01:09:35
317,Leningradskiy,69.3833,178.4167,38.14,94,100,4.83,RU,2022-07-13 01:10:35
318,Beloha,-25.1667,45.05,60.51,93,0,4.88,MG,2022-07-13 01:10:36
319,San Jose,37.3394,-121.895,85.84,53,20,16.11,US,2022-07-13 01:07:55
320,Baker City,44.7749,-117.8344,90.19,36,0,13.8,US,2022-07-13 01:10:36
321,Thinadhoo,0.5333,72.9333,82.27,75,95,8.14,MV,2022-07-13 01:10:36
322,Urumqi,43.801,87.6005,72.55,43,0,8.95,CN,2022-07-13 01:10:37
323,Dingle,10.9995,122.6711,83.8,77,100,6.51,PH,2022-07-13 01:10:37
324,Marsh Harbour,26.5412,-77.0636,84.11,75,99,8.75,BS,2022-07-13 01:10:38
325,Springbok,-29.6643,17.8865,46.31,50,0,1.79,ZA,2022-07-13 01:10:38
326,Upernavik,72.7868,-56.1549,42.42,86,99,3.71,GL,2022-07-13 01:10:38
327,Estacion Coahuila,32.1939,-115.0017,100.54,16,65,17.92,MX,2022-07-13 01:10:39
328,Cairo,30.0626,31.2497,77.76,78,0,6.91,EG,2022-07-13 01:09:10
329,Cap Malheureux,-19.9842,57.6142,69.48,67,93,5.01,MU,2022-07-13 01:10:39
330,Rolla,37.9514,-91.7713,84.34,39,0,5.75,US,2022-07-13 01:10:40
331,Livingston,55.9029,-3.5226,54.21,75,40,10.36,GB,2022-07-13 01:10:39
332,Namibe,-15.1961,12.1522,61.86,90,2,5.77,AO,2022-07-13 01:10:40
333,Coahuayana,18.7333,-103.6833,82.71,76,82,4.7,MX,2022-07-13 01:10:41
334,Rio Cuarto,-33.1307,-64.3499,44.47,40,0,15.28,AR,2022-07-13 01:06:33
335,Gien,47.6933,2.6309,63.55,47,28,5.39,FR,2022-07-13 01:10:41
336,Petropavlovsk-Kamchatskiy,53.0452,158.6483,69.78,78,20,8.95,RU,2022-07-13 01:10:41
337,Arya,33.6,73.0667,74.23,85,92,5.99,PK,2022-07-13 01:10:42
338,San Mateo Del Mar,16.2,-95.0,84.16,71,100,6.17,MX,2022-07-13 01:10:42
339,Aitape,-3.1374,142.3475,86.04,62,68,2.26,PG,2022-07-13 01:10:43
340,Nyurba,63.2842,118.3319,68.99,72,76,4.21,RU,2022-07-13 01:10:43
341,Emerald,-23.5333,148.1667,60.35,49,0,5.17,AU,2022-07-13 01:10:43
342,Matagami,49.7502,-77.6328,57.33,72,2,10.78,CA,2022-07-13 01:10:44
343,Pedasi,7.5333,-80.0333,76.06,86,100,9.64,PA,2022-07-13 01:10:44
344,Tucuman,-26.8241,-65.2226,48.2,57,0,6.91,AR,2022-07-13 01:10:44
345,Half Moon Bay,37.4636,-122.4286,81.45,79,100,12.66,US,2022-07-13 01:10:45
346,Havoysund,70.9963,24.6622,66.43,71,66,11.54,NO,2022-07-13 01:10:45
347,Klyuchi,52.2667,79.1667,63.63,67,74,12.12,RU,2022-07-13 01:10:46
348,Sungairaya,0.7,108.9,79.48,83,100,4.5,ID,2022-07-13 01:10:46
349,Nayoro,44.3506,142.4578,77.63,76,100,0.51,JP,2022-07-13 01:10:46
350,Conceicao Da Barra,-18.5933,-39.7322,73.04,77,97,6.08,BR,2022-07-13 01:10:47
351,Kavaratti,10.5669,72.642,81.1,79,100,20.74,IN,2022-07-13 01:10:47
352,Springville,40.1652,-111.6107,97.63,25,0,21.85,US,2022-07-13 01:10:47
353,Ambon,-3.6954,128.1814,78.24,15,99,10.71,ID,2022-07-13 01:10:48
354,Scottsbluff,41.8666,-103.6672,92.79,32,0,9.22,US,2022-07-13 01:10:48
355,Monte Alegre,-2.0078,-54.0692,74.97,90,53,4.21,BR,2022-07-13 01:07:06
356,Manokwari,-0.8667,134.0833,75.85,90,100,3.4,ID,2022-07-13 01:10:49
357,Juba,4.8517,31.5825,71.8,82,82,2.46,SS,2022-07-13 01:10:49
358,Zhuji,29.7188,120.2423,93.45,60,100,5.88,CN,2022-07-13 01:10:49
359,Danshui,22.7984,114.4672,86.85,68,38,2.59,CN,2022-07-13 01:10:50
360,Manta,-0.95,-80.7333,71.38,88,100,8.05,EC,2022-07-13 01:10:50
361,Alamogordo,32.8995,-105.9603,88.95,39,0,0.0,US,2022-07-13 01:07:41
362,Chara,56.9064,118.2631,65.48,70,100,1.86,RU,2022-07-13 01:11:50
363,Holmestrand,59.4876,10.3176,64.67,51,0,3.29,NO,2022-07-13 01:11:51
364,Clara,53.3425,-7.6139,54.14,95,100,4.14,IE,2022-07-13 01:11:51
365,Kiyasovo,56.3491,53.1244,65.64,85,38,3.69,RU,2022-07-13 01:11:52
366,Verkhnechusovskiye Gorodki,58.1671,57.1086,62.04,95,78,2.86,RU,2022-07-13 01:11:52
367,Milledgeville,33.0801,-83.2321,80.1,83,0,0.0,US,2022-07-13 01:11:52
368,Pringsewu,-5.3582,104.9744,76.44,90,100,0.72,ID,2022-07-13 01:11:53
369,Visby,57.6409,18.296,64.62,82,44,6.91,SE,2022-07-13 01:11:53
370,Millville,39.4021,-75.0393,77.2,93,40,12.66,US,2022-07-13 01:10:25
371,Aden,12.7794,45.0367,84.18,69,40,2.86,YE,2022-07-13 01:07:53
372,Mandan,46.8267,-100.8896,80.58,49,0,10.36,US,2022-07-13 01:11:54
373,Kloulklubed,7.0419,134.2556,81.1,76,22,9.06,PW,2022-07-13 01:11:54
374,Khem Karan,31.1428,74.5667,82.49,85,100,13.0,IN,2022-07-13 01:11:55
375,Luanda,-8.8368,13.2343,71.6,83,75,6.91,AO,2022-07-13 01:11:55
376,Christchurch,-43.5333,172.6333,59.2,47,75,6.91,NZ,2022-07-13 01:08:04
377,Chapais,49.7834,-74.8492,57.27,73,30,9.84,CA,2022-07-13 01:11:55
378,Saint Pete Beach,27.7253,-82.7412,87.03,65,0,3.0,US,2022-07-13 01:11:56
379,Ilulissat,69.2167,-51.1,44.62,81,93,2.3,GL,2022-07-13 01:08:29
380,Betanzos,43.2804,-8.2147,71.74,81,0,0.0,ES,2022-07-13 01:11:56
381,Ahipara,-35.1667,173.1667,60.03,80,100,13.49,NZ,2022-07-13 01:11:56
382,Buin,-33.7333,-70.75,53.74,61,3,2.08,CL,2022-07-13 01:11:57
383,La Ronge,55.1001,-105.2842,70.27,47,0,5.73,CA,2022-07-13 01:11:57
384,Pisco,-13.7,-76.2167,60.85,82,100,11.5,PE,2022-07-13 01:11:58
385,Sakaiminato,35.55,133.2333,75.65,83,99,3.78,JP,2022-07-13 01:11:58
386,Coquimbo,-29.9533,-71.3436,53.33,82,0,2.3,CL,2022-07-13 01:11:58
387,Luderitz,-26.6481,15.1594,55.62,65,0,15.66,NA,2022-07-13 01:11:58
388,College,64.8569,-147.8028,79.0,48,75,5.75,US,2022-07-13 01:11:59
389,Bowen,-20.0167,148.2333,67.55,47,0,9.91,AU,2022-07-13 01:07:04
390,Pita,10.8333,-12.5833,71.94,97,31,0.6,GN,2022-07-13 01:11:59
391,La Rioja,42.25,-2.5,62.38,48,0,5.61,ES,2022-07-13 01:12:00
392,Bhawanipatna,19.9,83.1667,75.29,92,100,6.62,IN,2022-07-13 01:12:00
393,Dakar,14.6937,-17.4441,79.68,87,100,14.12,SN,2022-07-13 01:12:00
394,Robertsport,6.7533,-11.3686,76.41,87,73,8.75,LR,2022-07-13 01:07:06
395,Maldonado,-34.6667,-54.9167,39.22,85,0,5.12,UY,2022-07-13 01:12:01
396,Tlmace,48.2893,18.5315,53.73,80,14,5.44,SK,2022-07-13 01:12:01
397,Kudahuvadhoo,2.6708,72.8944,81.34,73,65,4.94,MV,2022-07-13 01:12:02
398,Narsaq,60.9167,-46.05,46.62,83,26,2.3,GL,2022-07-13 01:12:02
399,Meulaboh,4.1363,96.1285,77.97,77,67,5.97,ID,2022-07-13 01:12:03
400,Mugur-Aksy,50.35,90.5,48.25,88,100,7.18,RU,2022-07-13 01:12:03
401,Tazovskiy,67.4667,78.7,47.59,62,0,9.04,RU,2022-07-13 01:12:03
402,Namtsy,62.7161,129.6658,72.0,64,100,3.33,RU,2022-07-13 01:12:04
403,Seymchan,62.8833,152.4333,89.08,39,69,16.33,RU,2022-07-13 01:12:04
404,Mount Isa,-20.7333,139.5,60.57,31,0,14.97,AU,2022-07-13 01:12:04
405,Bubaque,11.2833,-15.8333,80.82,82,80,11.18,GW,2022-07-13 01:11:08
406,Olafsvik,64.8945,-23.7142,47.43,70,26,8.61,IS,2022-07-13 01:12:05
407,Tavda,58.0425,65.2726,62.69,75,0,4.09,RU,2022-07-13 01:13:05
408,Severomuysk,56.1481,113.4267,57.15,66,96,1.14,RU,2022-07-13 01:13:05
409,Dalbandin,28.8947,64.4101,85.06,41,33,4.76,PK,2022-07-13 01:13:06
410,Kaspi,41.9252,44.4257,64.04,63,0,1.88,GE,2022-07-13 01:13:06
411,Santa Maria,-29.6842,-53.8069,44.44,86,0,1.99,BR,2022-07-13 01:09:46
412,Ancud,-41.8697,-73.8203,39.22,77,58,9.8,CL,2022-07-13 01:13:07
413,Uvat,59.1433,68.8953,64.53,71,83,7.27,RU,2022-07-13 01:13:07
414,Pahrump,36.2083,-115.9839,107.44,10,0,8.99,US,2022-07-13 01:13:07
415,Shenzhen,22.5455,114.0683,89.85,77,71,2.8,CN,2022-07-13 01:11:24
416,Shahpura,27.3833,75.9667,85.71,66,85,5.68,IN,2022-07-13 01:13:08
417,Vangaindrano,-23.35,47.6,62.62,93,25,2.39,MG,2022-07-13 01:13:08
418,Lasa,46.6166,10.7002,59.36,66,24,4.03,IT,2022-07-13 01:12:41
419,Richards Bay,-28.783,32.0377,62.82,91,0,7.0,ZA,2022-07-13 01:13:09
420,Esik,43.3552,77.4525,60.22,48,60,2.48,KZ,2022-07-13 01:13:09
421,Iwaki,37.05,140.8833,76.01,94,100,1.01,JP,2022-07-13 01:13:10
422,Manaure,11.7751,-72.4445,81.81,74,42,24.29,CO,2022-07-13 01:13:10
423,Pontes E Lacerda,-15.2261,-59.3353,69.6,62,97,3.13,BR,2022-07-13 01:13:10
424,Sao Jose Da Coroa Grande,-8.8978,-35.1478,75.24,86,17,6.62,BR,2022-07-13 01:13:11
425,Santa Fe,-31.6333,-60.7,50.0,74,0,4.0,AR,2022-07-13 01:09:47
426,Tapejara,-28.0681,-52.0139,42.28,90,0,1.3,BR,2022-07-13 01:13:11
427,Shimoda,34.6667,138.95,77.11,87,68,4.45,JP,2022-07-13 01:13:12
428,Searcy,35.2506,-91.7363,80.98,89,0,3.44,US,2022-07-13 01:13:12
429,Uray,60.1247,64.7758,63.72,83,35,6.44,RU,2022-07-13 01:13:12
430,Rio Gallegos,-51.6226,-69.2181,28.45,93,100,10.36,AR,2022-07-13 01:13:13
431,Kuito,-12.3833,16.9333,50.5,50,0,3.09,AO,2022-07-13 01:13:13
432,Fairbanks,64.8378,-147.7164,79.02,48,40,5.75,US,2022-07-13 01:10:25
433,Khirkiya,22.1674,76.8605,75.04,98,100,7.72,IN,2022-07-13 01:13:14
434,Alice Springs,-23.7,133.8833,51.35,58,0,13.8,AU,2022-07-13 01:13:14
435,Severo-Kurilsk,50.6789,156.125,56.07,89,64,0.54,RU,2022-07-13 01:13:14
436,Tingo Maria,-9.2895,-76.0088,68.97,98,58,2.01,PE,2022-07-13 01:13:15
437,Sao Francisco,-15.9486,-44.8644,67.86,42,5,4.27,BR,2022-07-13 01:13:15
438,Puerto Madryn,-42.7692,-65.0385,44.51,52,99,14.32,AR,2022-07-13 01:13:15
439,Coos Bay,43.3665,-124.2179,71.31,87,100,16.11,US,2022-07-13 01:11:23
440,Taruma,-22.7467,-50.5772,62.13,65,27,3.44,BR,2022-07-13 01:13:16
441,Longyearbyen,78.2186,15.6401,46.24,93,75,0.0,SJ,2022-07-13 01:13:16
442,Haines Junction,60.7522,-137.5108,49.69,81,100,4.85,CA,2022-07-13 01:09:41
443,Portland,45.5234,-122.6762,91.98,41,20,8.05,US,2022-07-13 01:08:53
444,Safford,32.834,-109.7076,94.12,27,40,14.97,US,2022-07-13 01:13:17
445,Skjervoy,70.0311,20.9714,64.4,68,0,16.93,NO,2022-07-13 01:13:17
446,Berdigestyakh,62.0989,126.6992,72.09,64,99,0.58,RU,2022-07-13 01:13:18
447,Nong Phai,15.9903,101.0618,74.05,98,100,0.85,TH,2022-07-13 01:13:18
448,Anupgarh,29.1911,73.2086,94.57,53,50,5.26,IN,2022-07-13 01:13:18
449,Tecoanapa,16.5167,-98.75,83.5,76,100,9.86,MX,2022-07-13 01:13:19
450,Pangoa,-12.1167,-73.0,68.09,93,43,2.89,PE,2022-07-13 01:13:19
451,Deputatskiy,69.3,139.9,63.81,54,64,11.59,RU,2022-07-13 01:13:19
452,Maningrida,-12.0667,134.2667,74.46,38,84,15.61,AU,2022-07-13 01:13:20
453,Amazar,53.858,120.875,62.42,87,100,3.85,RU,2022-07-13 01:13:20
454,Sao Joao Da Barra,-21.6403,-41.0511,72.23,85,86,18.43,BR,2022-07-13 01:14:20
455,Hofn,64.2539,-15.2082,50.16,70,100,10.02,IS,2022-07-13 01:14:21
456,Segezha,63.7415,34.3222,60.66,91,0,5.75,RU,2022-07-13 01:14:21
457,Bilma,18.6853,12.9164,91.63,14,80,20.0,NE,2022-07-13 01:14:21
458,Leo,11.1,-2.1,74.75,76,68,5.32,BF,2022-07-13 01:14:22
459,Craig,40.5153,-107.5464,89.55,10,0,0.0,US,2022-07-13 01:14:22
460,Davila,18.4726,120.5763,73.38,84,100,15.12,PH,2022-07-13 01:14:22
461,Nhulunbuy,-12.2333,136.7667,75.81,53,0,19.57,AU,2022-07-13 01:14:23
462,Alta,69.9689,23.2717,63.66,76,23,3.44,NO,2022-07-13 01:14:23
463,Vicuna,-30.0319,-70.7081,46.13,36,5,0.25,CL,2022-07-13 01:14:24
464,Ust-Kut,56.7938,105.7672,59.86,78,24,1.39,RU,2022-07-13 01:14:24
465,Tikapur,28.5,81.1333,84.72,70,89,4.61,NP,2022-07-13 01:14:24
466,Lipin Bor,60.2622,37.9763,60.33,98,30,6.08,RU,2022-07-13 01:14:25
467,Miri,4.4148,114.0089,79.14,87,98,4.99,MY,2022-07-13 01:14:25
468,San Antonio,29.4241,-98.4936,102.65,28,40,11.5,US,2022-07-13 01:10:03
469,Broome,42.2506,-75.833,73.54,73,0,14.97,US,2022-07-13 01:14:25
470,Placido De Castro,-10.3353,-67.1856,79.79,64,59,2.1,BR,2022-07-13 01:14:26
471,Balaipungut,1.05,101.2833,74.52,96,100,0.43,ID,2022-07-13 01:14:26
472,Saint George,37.1041,-113.5841,108.19,12,0,0.0,US,2022-07-13 01:13:04
473,Nara,34.6851,135.8049,85.96,48,34,2.39,JP,2022-07-13 01:13:47
474,Batemans Bay,-35.7167,150.1833,52.11,56,100,5.97,AU,2022-07-13 01:14:27
475,Sitka,57.0531,-135.33,55.29,76,100,0.0,US,2022-07-13 01:14:27
476,Kununurra,-15.7667,128.7333,67.98,17,8,19.57,AU,2022-07-13 01:14:28
477,Pingliang,35.5392,106.6861,67.14,90,100,1.36,CN,2022-07-13 01:14:28
478,Kousseri,12.0769,15.0306,79.81,60,100,10.69,CM,2022-07-13 01:14:29
479,Fuxin,42.0156,121.6589,72.55,96,100,3.87,CN,2022-07-13 01:14:30
480,Jose De Freitas,-4.7564,-42.5756,79.75,65,100,5.32,BR,2022-07-13 01:14:30
481,Katangli,51.7102,143.2326,63.86,74,19,8.9,RU,2022-07-13 01:14:30
482,Creston,41.0586,-94.3614,76.96,61,0,5.75,US,2022-07-13 01:14:31
483,Tanda,26.55,82.65,90.99,53,55,10.94,IN,2022-07-13 01:14:31
484,Zhurivka,50.5028,31.7849,55.58,72,100,13.33,UA,2022-07-13 01:14:32
485,Belmonte,-15.8631,-38.8828,72.07,72,65,5.57,BR,2022-07-13 01:14:32
486,Jumla,29.2747,82.1838,63.75,96,95,1.5,NP,2022-07-13 01:14:32
487,Vung Tau,10.346,107.0843,78.13,88,100,20.09,VN,2022-07-13 01:14:33
488,Taltal,-25.4,-70.4833,56.43,78,4,1.36,CL,2022-07-13 01:10:21
489,Kushmurun,52.4503,64.6311,67.26,86,57,6.53,KZ,2022-07-13 01:14:33
490,Mosquera,4.7059,-74.2302,57.29,82,40,2.3,CO,2022-07-13 01:11:55
491,Todos Santos,23.45,-110.2167,74.44,84,0,5.75,MX,2022-07-13 01:14:34
492,Chumikan,54.7183,135.315,60.84,84,100,7.78,RU,2022-07-13 01:14:34
493,Pine Bluff,34.2284,-92.0032,88.05,67,0,4.61,US,2022-07-13 01:14:34
494,Puqi,29.7167,113.8833,90.88,64,100,7.92,CN,2022-07-13 01:14:35
495,Moa,20.6569,-74.9403,80.38,84,10,8.9,CU,2022-07-13 01:14:35
496,Anastacio,-20.4836,-55.8069,66.34,92,95,2.64,BR,2022-07-13 01:14:35
497,Halayhay,14.3739,120.8133,85.1,79,96,2.44,PH,2022-07-13 01:14:36
498,Marsa Matruh,31.3525,27.2453,76.12,66,0,11.79,EG,2022-07-13 01:14:36
499,Salinas,36.6777,-121.6555,76.01,67,100,16.11,US,2022-07-13 01:10:59
500,San Cristobal,7.7669,-72.225,69.98,97,73,4.32,VE,2022-07-13 01:09:52
501,Omsukchan,62.5333,155.8,86.77,35,5,11.14,RU,2022-07-13 01:15:37
502,Santiago Del Estero,-27.7951,-64.2615,51.31,31,0,9.22,AR,2022-07-13 01:15:37
503,Asau,46.4333,26.4,51.28,79,100,7.23,RO,2022-07-13 01:15:38
504,Ostrovnoy,68.0531,39.5131,56.62,99,98,4.7,RU,2022-07-13 01:15:38
505,Colac,-38.3333,143.5833,48.16,65,70,8.75,AU,2022-07-13 01:15:38
506,Tallahassee,30.4383,-84.2807,80.44,91,75,4.61,US,2022-07-13 01:15:39
507,Simao,22.7886,100.9748,72.09,87,0,1.48,CN,2022-07-13 01:15:39
508,Susanville,40.4163,-120.653,92.91,19,0,11.01,US,2022-07-13 01:15:39
509,San Angelo,31.4638,-100.437,89.82,45,0,10.36,US,2022-07-13 01:11:33
510,Salym,60.0625,71.4789,57.4,94,100,6.29,RU,2022-07-13 01:15:40
511,Cananea,30.95,-110.3,70.54,64,100,3.96,MX,2022-07-13 01:15:40
512,Tabas,33.5959,56.9244,84.42,17,0,6.91,IR,2022-07-13 01:15:41
513,Mareeba,-17.0,145.4333,71.47,61,48,2.84,AU,2022-07-13 01:15:41
514,Waingapu,-9.6567,120.2641,78.4,60,84,16.28,ID,2022-07-13 01:15:41
515,Nuuk,64.1835,-51.7216,41.61,93,100,12.66,GL,2022-07-13 01:11:07
516,Coihaique,-45.5752,-72.0662,33.75,86,0,4.61,CL,2022-07-13 01:12:02
517,Shellbrook,53.2168,-106.4011,76.23,59,13,5.79,CA,2022-07-13 01:15:42
518,Beringovskiy,63.05,179.3167,63.34,58,80,11.23,RU,2022-07-13 01:15:42
519,Pedernales,18.0384,-71.744,82.27,72,100,4.59,DO,2022-07-13 01:15:43
520,Sinegorye,62.0788,150.477,82.9,40,6,10.56,RU,2022-07-13 01:15:43
521,Owando,-0.4819,15.8999,75.11,58,100,3.18,CG,2022-07-13 01:15:43
522,Acapulco,16.8634,-99.8901,84.02,79,100,5.75,MX,2022-07-13 01:15:44
523,Petoa,15.2667,-88.2833,79.77,98,98,1.74,HN,2022-07-13 01:15:44
524,Oktyabrskiy,54.4815,53.471,67.33,88,15,2.77,RU,2022-07-13 01:15:44
525,Acaponeta,22.4964,-105.3594,86.61,64,31,5.39,MX,2022-07-13 01:15:45
526,Bayan,46.0833,127.4,74.1,78,100,13.94,CN,2022-07-13 01:15:45
527,Novo Oriente,-5.5344,-40.7742,75.67,62,20,3.56,BR,2022-07-13 01:14:02
528,Xai-Xai,-25.0519,33.6442,61.7,93,1,5.79,MZ,2022-07-13 01:15:46
529,Emba,48.8264,58.1442,78.3,48,30,8.48,KZ,2022-07-13 01:15:46
